datetime,close,volume
2015-12-01 05:00:00+00:00,0.22814044656553603,4.0
2015-12-02 05:00:00+00:00,0.22815617475060201,4.0
2015-12-03 05:00:00+00:00,0.22821180555555554,4.0
2015-12-04 05:00:00+00:00,0.22817777031000588,4.0
2015-12-07 05:00:00+00:00,0.22818735204599255,4.0
2015-12-08 05:00:00+00:00,0.22819927260424597,4.0
2015-12-09 05:00:00+00:00,0.22816121778239057,4.0
2015-12-10 05:00:00+00:00,0.22820005164844626,4.0
2015-12-11 05:00:00+00:00,0.22822053366319134,4.0
2015-12-14 05:00:00+00:00,0.22821834992887624,4.0
2015-12-15 05:00:00+00:00,0.2281654448366368,4.0
2015-12-16 05:00:00+00:00,0.2282198670738279,4.0
2015-12-17 05:00:00+00:00,0.228207010460635,4.0
2015-12-18 05:00:00+00:00,0.22814297840233896,4.0
2015-12-21 05:00:00+00:00,0.22817478803689553,4.0
2015-12-22 05:00:00+00:00,0.2282010631353166,4.0
2015-12-23 05:00:00+00:00,0.22815578675996687,4.0
2015-12-24 05:00:00+00:00,0.22817735814125703,4.0
2015-12-28 05:00:00+00:00,0.22814079760344508,4.0
2015-12-29 05:00:00+00:00,0.228158911164245,4.0
2015-12-30 05:00:00+00:00,0.2281960491986582,4.0
2015-12-31 05:00:00+00:00,0.22819684590537714,4.0
2016-01-04 05:00:00+00:00,0.22819174181300428,4.0
2016-01-05 05:00:00+00:00,0.22821536364521472,4.0
2016-01-06 05:00:00+00:00,0.2282025819265144,4.0
2016-01-07 05:00:00+00:00,0.22820114048729911,4.0
2016-01-08 05:00:00+00:00,0.22813531353135316,4.0
2016-01-11 05:00:00+00:00,0.22815386176798944,4.0
2016-01-12 05:00:00+00:00,0.22819127651060425,4.0
2016-01-13 05:00:00+00:00,0.22815484135948247,4.0
2016-01-14 05:00:00+00:00,0.2281953376205788,4.0
2016-01-15 05:00:00+00:00,0.2281478430968805,4.0
2016-01-19 05:00:00+00:00,0.22822263604386508,4.0
2016-01-20 05:00:00+00:00,0.22822605641078622,4.0
2016-01-21 05:00:00+00:00,0.228141225337487,4.0
2016-01-22 05:00:00+00:00,0.22816012620784856,4.0
2016-01-25 05:00:00+00:00,0.22817779565567178,4.0
2016-01-26 05:00:00+00:00,0.22822282228222823,4.0
2016-01-27 05:00:00+00:00,0.2282166559623207,4.0
2016-01-28 05:00:00+00:00,0.22818577957274946,4.0
2016-01-29 05:00:00+00:00,0.22816930347236491,4.0
2016-02-01 05:00:00+00:00,0.2281447682256559,4.0
2016-02-02 05:00:00+00:00,0.2281964436917866,4.0
2016-02-03 05:00:00+00:00,0.22812662169174885,4.0
2016-02-04 05:00:00+00:00,0.22939958592132506,4.0
2016-02-05 05:00:00+00:00,0.2294192724952138,4.0
2016-02-08 05:00:00+00:00,0.22944953162824966,4.0
2016-02-09 05:00:00+00:00,0.2293925676386988,4.0
2016-02-10 05:00:00+00:00,0.22944733213111276,4.0
2016-02-11 05:00:00+00:00,0.2294557097118463,4.0
2016-02-12 05:00:00+00:00,0.2293861049047771,4.0
2016-02-16 05:00:00+00:00,0.2294081125827815,4.0
2016-02-17 05:00:00+00:00,0.22941296371789646,4.0
2016-02-18 05:00:00+00:00,0.22937876584250985,4.0
2016-02-19 05:00:00+00:00,0.22938359017076218,4.0
2016-02-22 05:00:00+00:00,0.22935590421139554,4.0
2016-02-23 05:00:00+00:00,0.22938008237406274,4.0
2016-02-24 05:00:00+00:00,0.22944849115504684,4.0
2016-02-25 05:00:00+00:00,0.22943365026870605,4.0
2016-02-26 05:00:00+00:00,0.2293880920441647,4.0
2016-02-29 05:00:00+00:00,0.22939290516082325,4.0
2016-03-01 05:00:00+00:00,0.229384263403959,4.0
2016-03-02 05:00:00+00:00,0.22937965260545906,4.0
