datetime,equity,cash,positions_value,positions,return,return_cum
2019-02-21 15:59:00,10600.467,10600.467,0.0,{'SPY': 0},0.0,6.005
2019-02-22 15:59:00,10600.467,10600.467,0.0,{'SPY': 0},0.0,6.005
2019-02-25 15:59:00,10600.467,10600.467,0.0,{'SPY': 0},0.0,6.005
2019-02-26 15:59:00,10600.467,10600.467,0.0,{'SPY': 0},0.0,6.005
2019-02-27 15:59:00,10600.467,10600.467,0.0,{'SPY': 0},0.0,6.005
2019-02-28 15:59:00,10588.867,-15.595,10604.461,{'SPY': 41},-0.109,5.889
2019-03-01 15:59:00,10651.807,10651.807,0.0,{'SPY': 0},0.594,6.518
2019-03-04 15:59:00,10651.807,10651.807,0.0,{'SPY': 0},0.0,6.518
2019-03-05 15:59:00,10651.807,10651.807,0.0,{'SPY': 0},0.0,6.518
2019-03-06 15:59:00,10638.34,81.09,10557.25,{'SPY': 41},-0.126,6.383
2019-03-07 15:59:00,10553.823,81.09,10472.732,{'SPY': 41},-0.794,5.538
2019-03-08 15:59:00,10532.691,81.09,10451.601,{'SPY': 41},-0.2,5.327
2019-03-11 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},1.345,6.743
2019-03-12 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},0.0,6.743
2019-03-13 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},0.0,6.743
2019-03-14 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},0.0,6.743
2019-03-15 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},0.0,6.743
2019-03-18 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},0.0,6.743
2019-03-19 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},0.0,6.743
2019-03-20 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},0.0,6.743
2019-03-21 15:59:00,10674.333,10674.333,0.0,{'SPY': 0},0.0,6.743
2019-03-22 15:59:00,10658.437,240.565,10417.872,{'SPY': 40},-0.149,6.584
2019-03-25 15:59:00,10650.229,240.565,10409.664,{'SPY': 40},-0.077,6.502
2019-03-26 15:59:00,10724.845,240.565,10484.28,{'SPY': 40},0.701,7.248
2019-03-27 15:59:00,10675.973,240.565,10435.408,{'SPY': 40},-0.456,6.76
2019-03-28 15:59:00,10706.089,10706.089,0.0,{'SPY': 0},0.282,7.061
2019-03-29 15:59:00,10706.089,10706.089,0.0,{'SPY': 0},0.0,7.061
2019-04-01 15:59:00,10706.089,10706.089,0.0,{'SPY': 0},0.0,7.061
2019-04-02 15:59:00,10706.089,10706.089,0.0,{'SPY': 0},0.0,7.061
2019-04-03 15:59:00,10706.089,10706.089,0.0,{'SPY': 0},0.0,7.061
2019-04-04 15:59:00,10706.089,10706.089,0.0,{'SPY': 0},0.0,7.061
2019-04-05 15:59:00,10706.089,10706.089,0.0,{'SPY': 0},0.0,7.061
2019-04-08 15:59:00,10706.089,10706.089,0.0,{'SPY': 0},0.0,7.061
2019-04-09 15:59:00,10708.377,-9.999,10718.376,{'SPY': 40},0.021,7.084
2019-04-10 15:59:00,10745.125,-9.999,10755.124,{'SPY': 40},0.343,7.451
2019-04-11 15:59:00,10742.885,-9.999,10752.884,{'SPY': 40},-0.021,7.429
2019-04-12 15:59:00,10816.009,-9.999,10826.008,{'SPY': 40},0.681,8.16
2019-04-15 15:59:00,10808.545,-9.999,10818.544,{'SPY': 40},-0.069,8.085
2019-04-16 15:59:00,10815.633,-9.999,10825.632,{'SPY': 40},0.066,8.156
2019-04-17 15:59:00,10789.521,-9.999,10799.52,{'SPY': 40},-0.241,7.895
2019-04-18 15:59:00,10809.665,-9.999,10819.664,{'SPY': 40},0.187,8.097
2019-04-22 15:59:00,10807.163,10807.163,0.0,{'SPY': 0},-0.023,8.072
2019-04-23 15:59:00,10807.163,10807.163,0.0,{'SPY': 0},0.0,8.072
2019-04-24 15:59:00,10807.163,10807.163,0.0,{'SPY': 0},0.0,8.072
2019-04-25 15:59:00,10807.163,10807.163,0.0,{'SPY': 0},0.0,8.072
2019-04-26 15:59:00,10807.163,10807.163,0.0,{'SPY': 0},0.0,8.072
2019-04-29 15:59:00,10807.163,10807.163,0.0,{'SPY': 0},0.0,8.072
2019-04-30 15:59:00,10807.163,10807.163,0.0,{'SPY': 0},0.0,8.072
2019-05-01 15:59:00,10793.542,178.167,10615.375,{'SPY': 39},-0.126,7.935
2019-05-02 15:59:00,10772.806,178.167,10594.639,{'SPY': 39},-0.192,7.728
2019-05-03 15:59:00,10865.685,10865.685,0.0,{'SPY': 0},0.862,8.657
2019-05-06 15:59:00,10865.685,10865.685,0.0,{'SPY': 0},0.0,8.657
2019-05-07 15:59:00,10865.685,10865.685,0.0,{'SPY': 0},0.0,8.657
2019-05-08 15:59:00,10865.685,10865.685,0.0,{'SPY': 0},0.0,8.657
2019-05-09 15:59:00,10865.685,10865.685,0.0,{'SPY': 0},0.0,8.657
2019-05-10 15:59:00,10865.685,10865.685,0.0,{'SPY': 0},0.0,8.657
2019-05-13 15:59:00,10846.481,102.771,10743.71,{'SPY': 41},-0.177,8.465
2019-05-14 15:59:00,10937.107,102.771,10834.336,{'SPY': 41},0.836,9.371
2019-05-15 15:59:00,10990.979,10990.979,0.0,{'SPY': 0},0.493,9.91
2019-05-16 15:59:00,10990.979,10990.979,0.0,{'SPY': 0},0.0,9.91
2019-05-17 15:59:00,10990.979,10990.979,0.0,{'SPY': 0},0.0,9.91
2019-05-20 15:59:00,10990.979,10990.979,0.0,{'SPY': 0},0.0,9.91
2019-05-21 15:59:00,10990.979,10990.979,0.0,{'SPY': 0},0.0,9.91
2019-05-22 15:59:00,10990.979,10990.979,0.0,{'SPY': 0},0.0,9.91
2019-05-23 15:59:00,10990.979,10990.979,0.0,{'SPY': 0},0.0,9.91
2019-05-24 15:59:00,10990.979,10990.979,0.0,{'SPY': 0},0.0,9.91
2019-05-28 15:59:00,10961.468,246.823,10714.645,{'SPY': 41},-0.269,9.615
2019-05-29 15:59:00,10890.345,246.823,10643.522,{'SPY': 41},-0.649,8.903
2019-05-30 15:59:00,10917.495,246.823,10670.672,{'SPY': 41},0.249,9.175
2019-05-31 15:59:00,10776.775,246.823,10529.952,{'SPY': 41},-1.289,7.768
2019-06-03 15:59:00,10746.566,246.823,10499.743,{'SPY': 41},-0.28,7.466
2019-06-04 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},2.035,9.652
2019-06-05 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},0.0,9.652
2019-06-06 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},0.0,9.652
2019-06-07 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},0.0,9.652
2019-06-10 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},0.0,9.652
2019-06-11 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},0.0,9.652
2019-06-12 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},0.0,9.652
2019-06-13 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},0.0,9.652
2019-06-14 15:59:00,10965.227,10965.227,0.0,{'SPY': 0},0.0,9.652
2019-06-17 15:59:00,10959.221,161.193,10798.028,{'SPY': 40},-0.055,9.592
2019-06-18 15:59:00,11065.545,161.193,10904.352,{'SPY': 40},0.97,10.655
2019-06-19 15:59:00,11090.909,11090.909,0.0,{'SPY': 0},0.229,10.909
2019-06-20 15:59:00,11090.909,11090.909,0.0,{'SPY': 0},0.0,10.909
2019-06-21 15:59:00,11090.909,11090.909,0.0,{'SPY': 0},0.0,10.909
2019-06-24 15:59:00,11080.771,72.787,11007.984,{'SPY': 40},-0.091,10.808
2019-06-25 15:59:00,10973.931,72.787,10901.144,{'SPY': 40},-0.964,9.739
2019-06-26 15:59:00,10961.935,72.787,10889.148,{'SPY': 40},-0.109,9.619
2019-06-27 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.373,10.029
2019-06-28 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-01 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-02 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-03 12:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-05 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-08 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-09 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-10 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-11 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-12 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-15 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-16 15:59:00,11002.851,11002.851,0.0,{'SPY': 0},0.0,10.029
2019-07-17 15:59:00,10984.382,100.64,10883.742,{'SPY': 39},-0.168,9.844
2019-07-18 15:59:00,11008.28,11008.28,0.0,{'SPY': 0},0.218,10.083
2019-07-19 15:59:00,10990.926,130.943,10859.983,{'SPY': 39},-0.158,9.909
2019-07-22 15:59:00,11020.165,130.943,10889.221,{'SPY': 39},0.266,10.202
2019-07-23 15:59:00,11078.748,11078.748,0.0,{'SPY': 0},0.532,10.787
2019-07-24 15:59:00,11078.748,11078.748,0.0,{'SPY': 0},0.0,10.787
2019-07-25 15:59:00,11078.748,11078.748,0.0,{'SPY': 0},0.0,10.787
2019-07-26 15:59:00,11078.748,11078.748,0.0,{'SPY': 0},0.0,10.787
2019-07-29 15:59:00,11078.748,11078.748,0.0,{'SPY': 0},0.0,10.787
2019-07-30 15:59:00,11078.748,11078.748,0.0,{'SPY': 0},0.0,10.787
2019-07-31 15:59:00,11078.748,11078.748,0.0,{'SPY': 0},0.0,10.787
2019-08-01 15:59:00,11064.064,9.592,11054.472,{'SPY': 40},-0.133,10.641
2019-08-02 15:59:00,10984.588,9.592,10974.996,{'SPY': 40},-0.718,9.846
2019-08-05 15:59:00,10657.692,9.592,10648.1,{'SPY': 40},-2.976,6.577
2019-08-06 15:59:00,10789.482,10789.482,0.0,{'SPY': 0},1.237,7.895
2019-08-07 15:59:00,10789.482,10789.482,0.0,{'SPY': 0},0.0,7.895
2019-08-08 15:59:00,10789.482,10789.482,0.0,{'SPY': 0},0.0,7.895
2019-08-09 15:59:00,10789.482,10789.482,0.0,{'SPY': 0},0.0,7.895
2019-08-12 15:59:00,10789.482,10789.482,0.0,{'SPY': 0},0.0,7.895
2019-08-13 15:59:00,10789.482,10789.482,0.0,{'SPY': 0},0.0,7.895
2019-08-14 15:59:00,10770.332,126.732,10643.6,{'SPY': 40},-0.177,7.703
2019-08-15 15:59:00,10795.392,10795.392,0.0,{'SPY': 0},0.233,7.954
2019-08-16 15:59:00,10795.392,10795.392,0.0,{'SPY': 0},0.0,7.954
2019-08-19 15:59:00,10795.392,10795.392,0.0,{'SPY': 0},0.0,7.954
2019-08-20 15:59:00,10781.417,179.848,10601.569,{'SPY': 39},-0.129,7.814
2019-08-21 15:59:00,10858.179,10858.179,0.0,{'SPY': 0},0.712,8.582
2019-08-22 15:59:00,10858.179,10858.179,0.0,{'SPY': 0},0.0,8.582
2019-08-23 15:59:00,10869.769,192.805,10676.964,{'SPY': 40},0.107,8.698
2019-08-26 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.802,9.57
2019-08-27 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-08-28 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-08-29 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-08-30 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-03 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-04 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-05 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-06 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-09 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-10 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-11 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-12 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-13 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-16 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-17 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-18 15:59:00,10956.957,10956.957,0.0,{'SPY': 0},0.0,9.57
2019-09-19 15:59:00,10944.348,222.507,10721.841,{'SPY': 38},-0.115,9.443
2019-09-20 15:59:00,10889.02,222.507,10666.513,{'SPY': 38},-0.506,8.89
2019-09-23 15:59:00,10893.314,222.507,10670.807,{'SPY': 38},0.039,8.933
2019-09-24 15:59:00,10806.012,222.507,10583.505,{'SPY': 38},-0.801,8.06
2019-09-25 15:59:00,10859.836,10859.836,0.0,{'SPY': 0},0.498,8.598
2019-09-26 15:59:00,10859.836,10859.836,0.0,{'SPY': 0},0.0,8.598
2019-09-27 15:59:00,10859.836,10859.836,0.0,{'SPY': 0},0.0,8.598
2019-09-30 15:59:00,10859.836,10859.836,0.0,{'SPY': 0},0.0,8.598
2019-10-01 15:59:00,10849.353,82.803,10766.551,{'SPY': 39},-0.097,8.494
2019-10-02 15:59:00,10659.513,82.803,10576.71,{'SPY': 39},-1.75,6.595
2019-10-03 15:59:00,10725.34,10725.34,0.0,{'SPY': 0},0.618,7.253
2019-10-04 15:59:00,10725.34,10725.34,0.0,{'SPY': 0},0.0,7.253
2019-10-07 15:59:00,10725.34,10725.34,0.0,{'SPY': 0},0.0,7.253
2019-10-08 15:59:00,10702.717,107.279,10595.438,{'SPY': 39},-0.211,7.027
2019-10-09 15:59:00,10801.122,107.279,10693.843,{'SPY': 39},0.919,8.011
2019-10-10 15:59:00,10874.929,107.279,10767.65,{'SPY': 39},0.683,8.749
2019-10-11 15:59:00,10985.822,107.279,10878.543,{'SPY': 39},1.02,9.858
2019-10-14 15:59:00,10976.645,107.279,10869.366,{'SPY': 39},-0.084,9.766
2019-10-15 15:59:00,11076.657,11076.657,0.0,{'SPY': 0},0.911,10.767
2019-10-16 15:59:00,11076.657,11076.657,0.0,{'SPY': 0},0.0,10.767
2019-10-17 15:59:00,11076.657,11076.657,0.0,{'SPY': 0},0.0,10.767
2019-10-18 15:59:00,11076.657,11076.657,0.0,{'SPY': 0},0.0,10.767
2019-10-21 15:59:00,11076.657,11076.657,0.0,{'SPY': 0},0.0,10.767
2019-10-22 15:59:00,11061.191,80.932,10980.259,{'SPY': 39},-0.14,10.612
2019-10-23 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.14,10.767
2019-10-24 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.0,10.767
2019-10-25 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.0,10.767
2019-10-28 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.0,10.767
2019-10-29 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.0,10.767
2019-10-30 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.0,10.767
2019-10-31 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.0,10.767
2019-11-01 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.0,10.767
2019-11-04 15:59:00,11076.719,11076.719,0.0,{'SPY': 0},0.0,10.767
2019-11-05 15:59:00,11066.346,82.484,10983.862,{'SPY': 38},-0.094,10.663
2019-11-06 15:59:00,11071.358,82.484,10988.874,{'SPY': 38},0.045,10.714
2019-11-07 15:59:00,11109.997,82.484,11027.513,{'SPY': 38},0.349,11.1
2019-11-08 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.085,11.194
2019-11-11 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-12 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-13 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-14 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-15 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-18 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-19 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-20 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-21 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-22 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-25 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-26 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-27 15:59:00,11119.413,11119.413,0.0,{'SPY': 0},0.0,11.194
2019-11-29 12:59:00,11112.697,164.623,10948.074,{'SPY': 37},-0.06,11.127
2019-12-02 15:59:00,11019.687,164.623,10855.064,{'SPY': 37},-0.837,10.197
2019-12-03 15:59:00,10945.483,164.623,10780.86,{'SPY': 37},-0.673,9.455
2019-12-04 15:59:00,11015.158,164.623,10850.535,{'SPY': 37},0.637,10.152
2019-12-05 15:59:00,11035.012,164.623,10870.389,{'SPY': 37},0.18,10.35
2019-12-06 15:59:00,11120.933,11120.933,0.0,{'SPY': 0},0.779,11.209
2019-12-09 15:59:00,11108.652,174.511,10934.14,{'SPY': 37},-0.11,11.087
2019-12-10 15:59:00,11097.503,174.511,10922.992,{'SPY': 37},-0.1,10.975
2019-12-11 15:59:00,11127.466,174.511,10952.955,{'SPY': 37},0.27,11.275
2019-12-12 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.749,12.109
2019-12-13 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-16 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-17 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-18 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-19 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-20 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-23 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-24 12:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-26 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-27 15:59:00,11210.865,11210.865,0.0,{'SPY': 0},0.0,12.109
2019-12-30 15:59:00,11209.663,272.471,10937.192,{'SPY': 36},-0.011,12.097
2019-12-31 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.077,12.183
2020-01-02 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-03 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-06 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-07 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-08 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-09 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-10 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-13 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-14 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-15 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-16 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-17 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-21 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-22 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-23 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-24 15:59:00,11218.309,11218.309,0.0,{'SPY': 0},0.0,12.183
2020-01-27 15:59:00,11203.222,183.601,11019.622,{'SPY': 36},-0.134,12.032
2020-01-28 15:59:00,11309.277,11309.277,0.0,{'SPY': 0},0.947,13.093
2020-01-29 15:59:00,11295.783,170.57,11125.213,{'SPY': 36},-0.119,12.958
2020-01-30 15:59:00,11321.772,11321.772,0.0,{'SPY': 0},0.23,13.218
2020-01-31 15:59:00,11295.839,32.429,11263.41,{'SPY': 37},-0.229,12.958
2020-02-03 15:59:00,11379.855,32.429,11347.426,{'SPY': 37},0.744,13.799
2020-02-04 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},1.379,15.368
2020-02-05 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-06 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-07 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-10 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-11 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-12 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-13 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-14 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-18 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-19 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-20 15:59:00,11536.773,11536.773,0.0,{'SPY': 0},0.0,15.368
2020-02-21 15:59:00,11529.704,170.487,11359.217,{'SPY': 36},-0.061,15.297
2020-02-24 15:59:00,11152.302,170.487,10981.814,{'SPY': 36},-3.273,11.523
2020-02-25 15:59:00,10821.562,170.487,10651.075,{'SPY': 36},-2.966,8.216
2020-02-26 15:59:00,10782.391,170.487,10611.904,{'SPY': 36},-0.362,7.824
2020-02-27 15:59:00,10305.528,170.487,10135.04,{'SPY': 36},-4.423,3.055
2020-02-28 15:59:00,10258.184,170.487,10087.697,{'SPY': 36},-0.459,2.582
2020-03-02 15:59:00,10672.104,10672.104,0.0,{'SPY': 0},4.035,6.721
2020-03-03 15:59:00,10668.997,154.755,10514.242,{'SPY': 37},-0.029,6.69
2020-03-04 15:59:00,11098.835,11098.835,0.0,{'SPY': 0},4.029,10.988
2020-03-05 15:59:00,11079.405,205.131,10874.274,{'SPY': 38},-0.175,10.794
2020-03-06 15:59:00,10898.555,205.131,10693.424,{'SPY': 38},-1.632,8.986
2020-03-09 15:59:00,10070.896,205.131,9865.765,{'SPY': 38},-7.594,0.709
2020-03-10 15:59:00,10540.789,10540.789,0.0,{'SPY': 0},4.666,5.408
2020-03-11 15:59:00,10540.789,10540.789,0.0,{'SPY': 0},0.0,5.408
2020-03-12 15:59:00,10491.535,162.909,10328.626,{'SPY': 44},-0.467,4.915
2020-03-13 15:59:00,11339.853,11339.853,0.0,{'SPY': 0},8.086,13.399
2020-03-16 15:59:00,11336.048,10.078,11325.97,{'SPY': 50},-0.034,13.36
2020-03-17 15:59:00,11867.218,11867.218,0.0,{'SPY': 0},4.686,18.672
2020-03-18 15:59:00,11867.218,11867.218,0.0,{'SPY': 0},0.0,18.672
2020-03-19 15:59:00,11867.218,11867.218,0.0,{'SPY': 0},0.0,18.672
2020-03-20 15:59:00,11807.639,41.957,11765.682,{'SPY': 54},-0.502,18.076
2020-03-23 15:59:00,11477.191,41.957,11435.234,{'SPY': 54},-2.799,14.772
2020-03-24 15:59:00,12558.306,12558.306,0.0,{'SPY': 0},9.42,25.583
2020-03-25 15:59:00,12558.306,12558.306,0.0,{'SPY': 0},0.0,25.583
2020-03-26 15:59:00,12558.306,12558.306,0.0,{'SPY': 0},0.0,25.583
2020-03-27 15:59:00,12563.345,23.431,12539.914,{'SPY': 52},0.04,25.633
2020-03-30 15:59:00,12945.312,12945.312,0.0,{'SPY': 0},3.04,29.453
2020-03-31 15:59:00,12945.312,12945.312,0.0,{'SPY': 0},0.0,29.453
